DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB01721,Analogue of Indinavir Drug,,SmallMoleculeDrug,,,5496642,46504994,,,XN2,,,,"",,,,,,4593431,,
DB01723,"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid",,SmallMoleculeDrug,,,444590,46506401,,,AP1,,,,"",,,,,,392474,50132541,
DB01724,Reduced Threonine,,SmallMoleculeDrug,,,2033049,46506406,,,THO,,,,"",,,,,,1534111,,
DB01725,"2-{2-hydroxy-[1,1'-biphenyl]-3-yl}-1H-1,3-benzodiazole-5-carboximidamide",,SmallMoleculeDrug,,,5353305,46507079,,,130,,,,"",,,,,,11452336,14143,
DB01726,2-Aminophenol,95-55-6,SmallMoleculeDrug,C01987,,5801,46507983,18112,,2AF,,,,"",,,2-Aminophenol,,,5596,,
DB01727,Isocitric Acid,320-77-4,SmallMoleculeDrug,C04617,,447805,46506619,160,,N81,,,,"",,,,,,394789,,
DB01728,"3-[Aminoethylphosphoryl]-[1,2-Di-Palmitoyl]-Sn-Glycerol",,SmallMoleculeDrug,,,445468,46505763,73005,,PEF,,,,"",,,,,,393103,,
DB01729,"(1s,3s,4s)-1,3,4-Triphospho-Myo-Inositol",,SmallMoleculeDrug,C01243,,439455,46506250,18228,,I3S,,,,"",,,,,,388561,,
DB01731,(S)-Wiskostatin,,SmallMoleculeDrug,,,448668,46504790,78011,,WSK,,,,"",,,,,,395396,,
DB01732,"(4r,5s,6s,7r)-1,3-Dibenzyl-4,7-Bis(Phenoxymethyl)-5,6-Dihydroxy-1,3 Diazepan-2-One",,SmallMoleculeDrug,,,444290,46509092,,,AH1,,,,"",,,,,,392264,1157,
DB01733,L-Phospholactate,,SmallMoleculeDrug,,,444348,46508341,45013,,0V5,,,,"",,,,,,392304,50362544,
DB01734,3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,,SmallMoleculeDrug,,,1628,46505510,,,761,,,,"",,,,,,1566,50416040,
DB01735,3-Chloroalaninate,,SmallMoleculeDrug,C02634,,5287866,46508482,17092,,C2N,,,,"",,,,,,388827,,
DB01736,[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium,,SmallMoleculeDrug,,,94599,46506674,,,LDM,,,,"",,,,,,85363,,
DB01737,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",133397-81-6,SmallMoleculeDrug,,,131624,46505569,,,ANH,,,,"",,,,,,116313,,
DB01738,Phosphorylcolamine,1071-23-4,SmallMoleculeDrug,C00346,,1015,46507966,17553,,OPE,,,,"",,,,,,990,50281572,
DB01739,Allo-Isoleucine,,SmallMoleculeDrug,,,99288,46504618,85338,,IIL,,,,"",,,,,,89698,,
DB01740,2-Amino-4-Butyl-5-Propylselenazole,,SmallMoleculeDrug,,,445180,46508709,,,SES,,,,"",,,,,,392893,,
DB01741,CRA_17693,,SmallMoleculeDrug,,,52949062,46506438,,,693,,,,"",,,,,,,14342,
DB01742,(3r)-1-Acetyl-3-Methylpiperidine,,SmallMoleculeDrug,,,449120,46506076,,,1P3,,,,"",,,,,,395738,,
DB01745,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester,,SmallMoleculeDrug,,,446605,46505587,,,FD2,,,,"",,,,,,393921,,
DB01746,D-Leucine,328-38-1,SmallMoleculeDrug,C01570,,439524,46507999,28225,,DLE,,,,"",,,,,,388617,,
DB01747,Coprogen,31418-71-0,SmallMoleculeDrug,,,76957149,46506975,83101,,CPO,,,,"",,,,,,32698678,,
DB01748,N-Benzyl-4-Sulfamoyl-Benzamide,,SmallMoleculeDrug,,,4347,46507820,,,BSB,,,,"",,,,,,4194,12013,
DB01749,"1,2-Dimethoxyethane",110-71-4,SmallMoleculeDrug,,,8071,46505078,42263,,DXE,,,,"",,,"1,2-Dimethoxyethane",,,13836589,,
DB01750,1-naphthaleneacetic acid,86-87-3,SmallMoleculeDrug,C13014,D01558,6862,46508218,32918,,NLA,,,,"",,,1-Naphthaleneacetic_acid,,,6601,50022186,
DB01751,"3,3',5,5'-Tetraiodothyroacetic Acid",,SmallMoleculeDrug,,,65552,46508408,131194,,T4A,,,,"",,,,,,58995,,
DB01752,S-adenosyl-L-homocysteine,979-92-0,SmallMoleculeDrug,C00021,,439155,46508993,16680,,SAH,,,,"",,,S-Adenosyl-L-homocysteine,,,388301,50009672,
DB01753,4-Oxo-Nicotinamide-Adenine Dinucleotide Phosphate,,SmallMoleculeDrug,,,49867432,46505149,,,ODP,,,,"",,,,,,25057817,,
DB01754,"3,4-Dihydroxy-1-Methylquinolin-2(1h)-One",,SmallMoleculeDrug,,,54695768,46506824,,,LI6,,,,"",,,,,,13571817,,
DB01755,N-[Isoleucinyl]-N'-[Adenosyl]-Diaminosufone,,SmallMoleculeDrug,,,446595,46508937,,,ILA,,,,"",,,,,,393913,,
DB01756,4-phospho-L-threonic acid,,SmallMoleculeDrug,,,446947,46507085,41917,,DER,,,,"",,,,,,394174,,
DB01758,3-Iodo-Tyrosine,70-78-0,SmallMoleculeDrug,C02515,,439744,46507766,27847,,IYR,,,,"",,,,,,388804,37633,
DB01759,Kojic acid,501-30-4,SmallMoleculeDrug,C14516,,3840,46506760,43572,,KOJ,,,,"",,,Kojic_acid,,,3708,50031467,
DB01760,2-Methoxy-3-Isopropylpyrazine,25773-40-4,SmallMoleculeDrug,,,33166,46507490,,,IPZ,,,,"",,,,,,30649,12030,
DB01761,4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine,,SmallMoleculeDrug,,,447721,46506130,,,084,,,,"",,,,,,394736,15240,
DB01762,Acetoacetic Acid,541-50-4,SmallMoleculeDrug,C00164,,96,46505003,15344,,AAE,,,,"",,,,,,94,,
DB01763,7-thionicotinamide-adenine-dinucleotide phosphate,"",SmallMoleculeDrug,,,131704180,46506464,,,TAP,,,,"",,,,,,4451410,,
DB01765,"(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid","",SmallMoleculeDrug,,,447682,46507899,,,IQA,,,,"",,,,,,394703,11319,
DB01766,Beta-(2-Naphthyl)-Alanine,"",SmallMoleculeDrug,,,185915,46506480,,,NAL,,,,"",,,,,,161608,,
DB01767,Hemi-Babim,,SmallMoleculeDrug,,,1282,46508018,,,BAI,,,,"",,,,,,1244,16303,
DB01768,Methylumbelliferyl Sialic Acid,,SmallMoleculeDrug,,,448470,46504808,,,MUS,,,,"",,,,,,395261,,
DB01771,CRA_10991,,SmallMoleculeDrug,,,447488,46506699,,,991,,,,"",,,,,,394573,14334,
DB01772,"3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione",,SmallMoleculeDrug,,,448238,46504930,,,DFN,,,,"",,,,,,395103,,
DB01773,4-[3-Carboxymethyl-3-(4-Phosphonooxy-Benzyl)-Ureido]-4-[(3-Cyclohexyl-Propyl)-Methyl-Carbamoyl]Butyric Acid,,SmallMoleculeDrug,,,448585,46504571,,,UR2,,,,"",,,,,,395343,50060737,
DB01774,Adenosine-5'-Monophosphate Glucopyranosyl-Monophosphate Ester,,SmallMoleculeDrug,C00498,,16500,46506026,15751,,ADQ,,,,"",,,,,,15642,,
DB01775,Dihydroxyacetone,96-26-4,SmallMoleculeDrug,C00184,,670,46505965,16016,,2HA,,,,"",,,Dihydroxyacetone,,,650,,
DB01776,M-Cresol,108-39-4,SmallMoleculeDrug,C01467,D04951,342,46508491,17231,,CRS,,,,"",,,M-Cresol,,,21105871,50008548,
DB01777,Coa-S-Trimethylene-Acetyl-Tryptamine,,SmallMoleculeDrug,,,446814,46507589,,,CA3,,,,"",,,,,,394071,,
DB01778,"8-Amino-1,3-Dimethyl-3,7-Dihydropurine-2,6-Dione",,SmallMoleculeDrug,,,95034,46507850,,,209,,,,"",,,,,,85752,,
DB01779,Glycerol-2-Phosphate,,SmallMoleculeDrug,C02979,,2526,46506831,17270,,G2H,,,,"",,,,,,2431,,
DB01780,Fusicoccin,20108-30-9,SmallMoleculeDrug,,,447573,46508360,51015,,FSC,,,,"",,,Fusicoccin,,,394625,,
DB01782,"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One",,SmallMoleculeDrug,,,8515,46507936,90695,,537,,,,"",,,,,,8201,50433916,
DB01784,4-Flourobenzenesulfonamide,,SmallMoleculeDrug,,,120231,46507854,,,FBS,,,,"",,,,,,107334,84662,
DB01785,Dimethylallyl Diphosphate,358-72-5,SmallMoleculeDrug,C00235,,647,46507688,16057,,DMA,,,,"",,,,,,627,,
DB01786,D-Alanine,338-69-2,SmallMoleculeDrug,C00133,,71080,46508779,15570,,DAL,,,,"",,,,,,64234,50000109,
DB01788,4-Imino-5-Methidyl-2-Methylpyrimidine,,SmallMoleculeDrug,,,4635105,46506424,,,ICP,,,,"",,,,,,20111956,,
DB01789,"1-Amino-2,3-Dihydroxy-5-Hydroxymethyl Cyclohex-5-Ene",,SmallMoleculeDrug,,,5287612,46506516,,,ADH,,,,"",,,,,,4449942,,
DB01790,"Sp-Adenosine-3',5'-Cyclic-Monophosphorothioate",,SmallMoleculeDrug,,,6858240,46504971,84622,,RP1,,,,"",,,,,,23646829,,
DB01791,Piclamilast,144035-83-6,SmallMoleculeDrug,,,154575,46508612,47619,,PIL,,,,"",,,Piclamilast,,,136184,14775,
DB01792,Adenylyl-3'-5'-Phospho-Uridine-3'-Monophosphate,,SmallMoleculeDrug,,,164908,46508572,,,APU,,,,"",,,,,,144575,,
DB01793,SB-409513,,SmallMoleculeDrug,,,448008,46504516,,,679,,,,"",,,,,,394943,8269,
DB01794,bis(molybdopterin)tungsten cofactor,,SmallMoleculeDrug,,,5460240,46506611,30402,,PTT,,,,"",,,,,,21865033,,
DB01795,Phenyl Boronic Acid,,SmallMoleculeDrug,C16200,,66827,46508036,44923,,PBC,,,,"",,,,,,60191,26996,
DB01796,Quinolinic Acid,89-00-9,SmallMoleculeDrug,C03722,,1066,46505240,16675,,NTM,,,,"",,,,,,1037,26115,
DB01797,"(2R)-2-(aminomethyl)-2,4-dihydroxy-5-oxo-3-(2-oxoethyl)-2,5-dihydro-1h-imidazol-3-ium",,SmallMoleculeDrug,,,131704181,46507549,,,CR5,,,,"",,,,,,25057119,,
DB01798,Ethyl Dihydrogen Diphosphate,,SmallMoleculeDrug,,,448674,46508695,,,P22,,,,"",,,,,,395402,,
DB01799,4-Hydroxy-3-Methyl Butyl Diphosphate,,SmallMoleculeDrug,,,5288154,46508731,,,EIP,,,,"",,,,,,4450378,,
DB01800,"N,4-Dihydroxy-N-Oxo-3-(Sulfooxy)Benzenaminium",,SmallMoleculeDrug,,,165879,46505967,41733,,CSN,,,,"",,,,,,145373,,
DB01802,"(4r)-7aza-7,8-Dihydrolimonene",,SmallMoleculeDrug,,,447259,46506180,,,7A8,,,,"",,,,,,394405,,
DB01803,2-(Trimethylammonium)Ethyl Thiol,,SmallMoleculeDrug,,,37851,46508271,,,ETM,,,,"",,,,,,34708,50055164,
DB01804,"2-Ammoniobut-3-Enoate, 2-Amino-3-Butenoate",,SmallMoleculeDrug,,,5287579,46506918,,,A3B,,,,"",,,,,,4449915,,
DB01805,Monoisopropylphosphorylserine,,SmallMoleculeDrug,,,17754078,46504829,,,MIS,,,,"",,,,,,16744105,,
DB01806,"10-{4-Dimethylamino-5-[4-Hydroxy-6-Methyl-5-(6-Methyl-5-Oxo-Tetrahydro-Pyran-2-Yloxy)-Tetrahydro-Pyrane-2-Yloxy]-6-Methyl-Tetrahydro-Pyran-2-Yloxy}-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",,SmallMoleculeDrug,,,49866627,46506454,,,AKA,,,,"",,,,,,25057101,,
DB01807,"N-[(3z)-5-Tert-Butyl-2-Phenyl-1,2-Dihydro-3h-Pyrazol-3-Ylidene]-N'-(4-Chlorophenyl)Urea",,SmallMoleculeDrug,,,656949,46508963,,,L10,,,,"",,,,,,22252465,13354,
DB01808,Thiarsahydroxy-Cysteine,,SmallMoleculeDrug,,,17753936,46505856,,,CZZ,,,,"",,,,,,,,
DB01809,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",,SmallMoleculeDrug,,,1400,46508473,,,PP1,,,,"",,,,,,1357,25116,
DB01810,"[1-(1-Methyl-4,5-Dioxo-Pent-2-Enylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester",,SmallMoleculeDrug,,,5287438,46507094,,,186,,,,"",,,,,,4449820,,
DB01811,"3h-Indole-5,6-Diol",3131-52-0,SmallMoleculeDrug,C05578,,114683,46508625,27404,,3ID,,,,"",,,,,,102690,50028548,
DB01812,Adenosine-3'-5'-Diphosphate,,SmallMoleculeDrug,C00054,,159296,46507388,17985,,A3P,,,,"",,,,,,140102,,
DB01813,Pyridoxyl-Glutamic Acid-5'-Monophosphate,,SmallMoleculeDrug,,,5289193,46507219,,,PPE,,,,"",,,,,,4451207,,
DB01814,2-Tridecanoyloxy-Pentadecanoic Acid,,SmallMoleculeDrug,,,445571,46508782,,,LIL,,,,"",,,,,,393176,,
DB01815,Nz-(Dicarboxymethyl)Lysine,,SmallMoleculeDrug,,,17754065,46504965,,,LLY,,,,"",,,,,,16744089,,
DB01816,Castanospermine,79831-76-8,SmallMoleculeDrug,C02256,,54445,46507978,27860,,CTS,,,,"",,,Castanospermine,,,49177,36388,
DB01817,Threonine-Aspartic Ester,,SmallMoleculeDrug,,,17753823,46508943,,,AEI,,,,"",,,,,,16743823,,
DB01818,O3-Sulfonylgalactose,,SmallMoleculeDrug,,,444635,46505464,65148,,SGA,,,,"",,,,,,392510,,
DB01819,Phosphoenolpyruvate,138-08-9,SmallMoleculeDrug,C00074,,1005,46506098,44897,,PEP,,,,"",,,Phosphoenolpyruvate,,,980,50366413,
DB01820,"Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide",,SmallMoleculeDrug,,,447392,46507184,,,989,,,,"",,,,,,394510,,
DB01821,"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide",,SmallMoleculeDrug,,,656910,46509184,,,DP1,,,,"",,,,,,571159,22030,
DB01822,"(4R,5R)-1,2-dithiane-4,5-diol",16096-98-3,SmallMoleculeDrug,C01119,,439407,46505428,42147,,DTD,,,,"",,,,,,388524,,
DB01823,Beta-D-Glucopyranose Spirohydantoin,,SmallMoleculeDrug,,,11776755,46506762,,,GLS,,,,"",,,,,,9951438,50363875,
DB01824,"(3s)-Tetrahydrofuran-3-Yl (1r,2s)-3-[4-((1r)-2-{[(S)-Amino(Hydroxy)Methyl]Oxy}-2,3-Dihydro-1h-Inden-1-Yl)-2-Benzyl-3-Oxopyrrolidin-2-Yl]-1-Benzyl-2-Hydroxypropylcarbamate",,SmallMoleculeDrug,,,49866494,46508270,,,3NH,,,,"",,,,,,25057796,,
DB01825,2-Amino-8-Methylquinazolin-4(3h)-One,,SmallMoleculeDrug,,,448488,46507584,,,MAQ,,,,"",,,,,,395270,,
DB01826,N-Butyl Isocyanide,2769-64-4,SmallMoleculeDrug,,,76008,46509064,,,NBN,,,,"",,,,,,68507,,
DB01827,"2,3,5,6-Tetrafluoro-4-Methoxy-Benzamide",,SmallMoleculeDrug,,,657081,46504979,,,BEK,,,,"",,,,,,571287,,
DB01828,Methylamine,74-89-5,SmallMoleculeDrug,C00218,,6329,46507449,16830,,NME,,,,"",,,Methylamine,,,6089,50416492,
DB01829,Desulfo-Coenzyme A,5863-40-1,SmallMoleculeDrug,,,165363,46504990,,,DCA,,,,"",,,,,,144961,,
DB01830,"{4-[2-Acetylamino-2-(3-Carbamoyl-2-Cyclohexylmethoxy-6,7,8,9-Tetrahydro-5h-Benzocyclohepten-5ylcarbamoyl)-Ethyl]-2-Phosphono-Phenyl}-Phosphonic Acid",,SmallMoleculeDrug,,,445561,46506466,,,CC1,,,,"",,,,,,393168,,
DB01831,Tryptophanyl-5'amp,,SmallMoleculeDrug,,,446202,46505679,,,TYM,,,,"",,,,,,393621,,
DB01832,4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid,,SmallMoleculeDrug,,,446167,46507856,,,HBU,,,,"",,,,,,393599,,
DB01833,L-2-Amino-4-(Guanidinooxy)Butyric Acid,,SmallMoleculeDrug,C00308,,439202,46507101,609827,,GGB,,,,"",,,,,,388342,50370459,
DB01834,"(9R,10R)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene",,SmallMoleculeDrug,,,449366,46504778,,,GPR,,,,"",,,,,,395916,,
DB01835,4r-Fluoro-N6-Ethanimidoyl-L-Lysine,,SmallMoleculeDrug,,,448269,46508853,,,I58,,,,"",,,,,,395122,,
DB01836,"[4-(6-Chloro-Naphthalene-2-Sulfonyl)-Piperazin-1-Yl]-(3,4,5,6-Tetrahydro-2h-[1,4']Bipyridinyl-4-Yl)-Methanone",,SmallMoleculeDrug,,,446399,46507292,,,ZEN,,,,"",,,,,,393768,50372527,
DB01837,O-acetyl-L-serine,5147-00-2,SmallMoleculeDrug,C00979,,99478,46507422,17981,,OAS,,,,"",,,O-Acetylserine,,,89874,,
DB01838,"6,4'-Dihydroxy-3-Methyl-3',5'-Dibromoflavone",,SmallMoleculeDrug,,,128600,46507148,,,FL8,,,,"",,,,,,113976,,
DB01840,2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate,,SmallMoleculeDrug,,,448372,46508308,,,D6P,,,,"",,,,,,395193,,
DB01841,"4,6-Dideoxyglucose",,SmallMoleculeDrug,,,5288437,46507152,,,GLD,,,,"",,,,,,4450626,,
DB01842,3'-Phosphate-Adenosine-5'-Diphosphate,,SmallMoleculeDrug,,,128882,46509162,,,PAP,,,,"",,,,,,114207,,
DB01843,"3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione",,SmallMoleculeDrug,,,445717,46508980,,,GL2,,,,"",,,,,,393272,,
DB01844,"N,N-dimethylformamide",68-12-2,SmallMoleculeDrug,C03134,,6228,46506036,17741,,DMF,,,,"",,,Dimethylformamide,,,5993,,
DB01846,Oxidized Coenzyme A,,SmallMoleculeDrug,,,5287882,46506694,,,CAO,,,,"",,,,,,4450167,,
DB01847,N-Carbamyl-D-Valine,,SmallMoleculeDrug,,,448879,46505672,41469,,CDV,,,,"",,,,,,395544,,
DB01849,"3,4-Dihydrouracil",,SmallMoleculeDrug,C00429,,649,46504633,15901,,DUC,,,,"",,,,,,629,,
DB01850,"(2s,3s,8s,9s)-3-Amino-9-Methoxy-2,6,8-Trimethyl-10-Phenyldeca-4,6-Dienoic Acid",,SmallMoleculeDrug,,,5288801,46508299,,,MFD,,,,"",,,,,,4450892,,
DB01851,Tetrabutylammonium Ion,2052-49-5,SmallMoleculeDrug,,,16028,46507097,45825,,TBA,,,,"",,,,,,15220,50416487,
DB01852,Kaempherol,520-18-3,SmallMoleculeDrug,C05903,,5280863,46507811,28499,,KMP,,,,"",,,Kaempferol,,,4444395,7462,
DB01853,Bacteriochlorophyll A,17499-98-8,SmallMoleculeDrug,C11242,,11953947,46508595,30033,,BCL,,,,"",,,,,,10128246,,
DB01854,5-Bromonicotinamide,28733-43-9,SmallMoleculeDrug,,,1808,46508285,,,BRT,,,,"",,,,,,1742,,
DB01855,5-(Hydroxy-Methyl-Amino)-3-Methyl-Pyrrolidine-2-Carboxylic Acid,,SmallMoleculeDrug,,,49866700,46508964,,,BG4,,,,"",,,,,,25056581,,
DB01856,Pimelic Acid,111-16-0,SmallMoleculeDrug,C02656,,385,46509165,30531,,PML,,,,"",,,,,,376,,
DB01857,Phosphoaspartate,"",SmallMoleculeDrug,C03082,,152441,46506289,15836,,PHD,,,,"",,,,,,134354,,
DB01858,[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,,SmallMoleculeDrug,,,5288259,46504927,,,FSP,,,,"",,,,,,4450459,50152524,
DB01859,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate,,SmallMoleculeDrug,C11436,,443200,46506614,16840,,SUD,,,,"",,,,,,391472,31908,
DB01860,Cordycepin Triphosphate,73-04-1,SmallMoleculeDrug,,,65562,46506331,52316,,3AT,,,,"",,,,,,59005,86487,
DB01861,Uridine diphosphate glucose,133-89-1,SmallMoleculeDrug,C00029,,8629,46507150,46229,,UPG,,,,"",,,Uridine_diphosphate_glucose,,,8308,50423218,
DB01862,Isopropyl beta-D-thiogalactopyranoside,367-93-1,SmallMoleculeDrug,,,656894,46506884,61448,,IPT,,,,"",,,,,,571154,192770,
DB01863,"Inositol 1,3,4,5-Tetrakisphosphate",,SmallMoleculeDrug,C01272,,107758,46508691,16783,,4IP,,,,"",,,,,,17216047,50075651,
DB01864,5'-Guanosine-Diphosphate-Monothiophosphate,,SmallMoleculeDrug,C01806,,37792,46507592,43000,,GSP,,,,"",,,,,,34654,35866,
DB01865,3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide,"",SmallMoleculeDrug,,,5287720,46506837,,,AYM,,,,"",,,,,,4450032,8720,
DB01866,RU79256,"",SmallMoleculeDrug,,,447536,46506555,,,256,,,,"",,,,,,394598,,
DB01868,Glycyl-L-a-Aminopimelyl-E-(D-2-Aminoethyl)Phosphonate,,SmallMoleculeDrug,,,131704183,46507667,,,RE1,,,,"",,,,,,25059144,,
DB01870,"1,4-dithio-alpha-D-glucopyranose",,SmallMoleculeDrug,,,445237,46506459,,,MA1,,,,"",,,,,,392932,,
DB01871,[1-(1-Benzyl-3-Hydroxy-2-Oxo-Propylcarbamoyl)-2-Phenyl-Ethyl]-Carbamic Acid Benzyl Ester,"",SmallMoleculeDrug,,,5289424,46507866,,,T10,,,,"",,,,,,4451401,,
DB01872,2-deoxy-2-acetamido-beta-D-galactose-4-sulfate,,SmallMoleculeDrug,,,446101,46508675,,,ASG,,,,"",,,,,,393546,,
DB01873,Epothilone D,189453-10-9,SmallMoleculeDrug,C12039,,447865,46508361,29579,,EPD,,,,"",,,Epothilone,,,9400674,,
DB01874,Tropinone,532-24-1,SmallMoleculeDrug,C00783,,446337,46508221,16656,,TNE,,,,"",,,Tropinone,,,393722,,
DB01875,8-Azaxanthine,1468-26-4,SmallMoleculeDrug,,,15113,46508460,40850,,AZA,,,,"",,,,,,14385,,
DB01876,Bis(5-Amidino-2-Benzimidazolyl)Methanone,,SmallMoleculeDrug,,,2281,46508532,,,BAO,,,,"",,,,,,2194,,
DB01877,"N-Hydroxy 1n(4-Methoxyphenyl)Sulfonyl-4-(Z,E-N-Methoxyimino)Pyrrolidine-2r-Carboxamide",,SmallMoleculeDrug,,,17754173,46507454,,,SPC,,,,"",,,,,,16744204,50084216,
DB01879,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid,,SmallMoleculeDrug,,,656973,46504961,,,TAV,,,,"",,,,,,571209,,
DB01880,"3,4-Dihydroxycinnamic Acid",331-39-5,SmallMoleculeDrug,C01481,,689043,46504491,16433,,DHC,,,,"",,,,,,600426,4375,DNC000378
DB01881,"2-Methylpentane-1,2,4-Triol",,SmallMoleculeDrug,,,447583,46508050,,,MQD,,,,"",,,,,,394634,,
DB01882,"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol",,SmallMoleculeDrug,,,448220,46508857,,,M2C,,,,"",,,,,,395093,,
DB01883,N-(Sulfanylacetyl)Tyrosylprolylmethioninamide,,SmallMoleculeDrug,,,5289343,46506367,,,SD2,,,,"",,,,,,4451333,,
DB01884,2-Amino-3-Methyl-1-Pyrrolidin-1-Yl-Butan-1-One,,SmallMoleculeDrug,,,447256,46508828,,,A3M,,,,"",,,,,,394403,50178428,
DB01885,D-Galctopyranosyl-1-On,15892-28-1,SmallMoleculeDrug,C02669,,439781,46508286,15945,,149,,,,"",,,,,,388836,,
DB01887,Inhibitor BEA369,,SmallMoleculeDrug,,,449128,46508409,,,568,,,,"",,,,,,395745,358,
DB01888,"4-[5-(Trans-4-Aminocyclohexylamino)-3-Isopropylpyrazolo[1,5-a]Pyrimidin-7-Ylamino]-N,N-Dimethylbenzenesulfonamide",,SmallMoleculeDrug,,,5287990,46505465,,,CT9,,,,"",,,,,,,11428,
DB01889,"16,17-Androstene-3-Ol",7148-51-8,SmallMoleculeDrug,,,101989,46505452,40933,,ATE,,,,"",,,,,,92136,50134722,
DB01890,"N,N-Bis(3-(D-gluconamido)propyl)deoxycholamide",86303-23-3,SmallMoleculeDrug,,,446320,46505499,,,CPQ,,,,"",,,,,,393709,,
DB01891,Tl-3-093,,SmallMoleculeDrug,,,444425,46508148,,,,,,,"",,,,,,392362,,
DB01893,N6-Benzyl Adenosine-5'-Diphosphate,,SmallMoleculeDrug,,,446795,46507276,,,NBS,,,,"",,,,,,394054,,
DB01895,Aspartyl-Adenosine-5'-Monophosphate,,SmallMoleculeDrug,,,444700,46508800,,,AMO,,,,"",,,,,,392558,,
DB01896,M-Aminophenylboronic Acid,,SmallMoleculeDrug,,,92269,46506000,,,APB,,,,"",,,,,,83303,50067906,
DB01897,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,,SmallMoleculeDrug,,,6105620,46505173,,,O16,,,,"",,,,,,4484145,,
DB01898,"(2S,3S)-2-azanyl-3-methyl-pentanedioic acid",,SmallMoleculeDrug,,,9898908,46508849,,,MEG,,,,"",,,,,,8074565,,
DB01899,Nd1-Phosphonohistidine,,SmallMoleculeDrug,,,17754026,46505908,,,HIP,,,,"",,,,,,16744032,,
DB01901,Sucrosofate,57680-56-5,SmallMoleculeDrug,,,444237,46504489,,,SCR,,,,"",,,,,,392225,,
DB01902,"1-Ethyl-Pyrrolidine-2,5-Dione",,SmallMoleculeDrug,,,16842,46507776,44348,,NEN,,,,"",,,,,,15961,,
DB01903,5-Bromo-2'-Deoxyuridine-5'-Monophosphate,,SmallMoleculeDrug,,,93036,46506735,,,BRU,,,,"",,,,,,83989,50010238,
DB01904,D-Xylitol,488-81-3,SmallMoleculeDrug,C00379,,6912,46506507,17151,PA451938,XYL,,,,"",,,,,,6646,,
DB01905,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,,SmallMoleculeDrug,,,5353303,46507634,,,123,,,,"",,,,,,16743766,13939,
DB01906,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-Benzoic Acid",,SmallMoleculeDrug,,,448406,46508079,,,A45,,,,"",,,,,,395214,,
DB01908,RU85493,,SmallMoleculeDrug,,,5287515,46507938,,,493,,,,"",,,,,,4449878,14695,
