microRNA,disease,disease_id
hsa-mir-124a,breast cancer,114480
hsa-mir-9-1,breast cancer,114480
hsa-mir-141,breast cancer,114480
hsa-mir-205,breast cancer,114480
hsa-mir-335,breast cancer,114480
hsa-mir-127,breast cancer,114480
hsa-mir-143,breast cancer,114480
hsa-mir-213,breast cancer,114480
hsa-mir-128b,breast cancer,114480
hsa-mir-355,breast cancer,114480
hsa-mir-365,breast cancer,114480
hsa-mir-497,breast cancer,114480
hsa-mir-516,breast cancer,114480
hsa-mir-221,breast cancer,114480
hsa-mir-222,breast cancer,114480
hsa-mir-510,breast cancer,114480
hsa-let-7f,breast cancer,114480
hsa-let-7a,breast cancer,114480
hsa-mir-29b,breast cancer,114480
hsa-mir-29c,breast cancer,114480
hsa-mir-30a,breast cancer,114480
hsa-mir-181b,breast cancer,114480
hsa-mir-181d,breast cancer,114480
hsa-mir-20a,breast cancer,114480
hsa-mir-128a,breast cancer,114480
hsa-mir-146a,breast cancer,114480
hsa-mir-320,breast cancer,114480
hsa-mir-98,breast cancer,114480
hsa-mir-145,breast cancer,114480
hsa-mir-181b-1,breast cancer,114480
hsa-mir-29b-2,breast cancer,114480
hsa-mir-191,breast cancer,114480
hsa-let-7a-3,breast cancer,114480
hsa-mir-124a-3,breast cancer,114480
hsa-mir-520c,breast cancer,114480
hsa-mir-149,breast cancer,114480
hsa-let-7f-1,breast cancer,114480
hsa-let-7f-2,breast cancer,114480
hsa-mir-17,breast cancer,114480
hsa-mir-18a,breast cancer,114480
hsa-mir-19a,breast cancer,114480
hsa-mir-19b,breast cancer,114480
hsa-mir-20a,breast cancer,114480
hsa-mir-24,breast cancer,114480
hsa-mir-497,breast cancer,114480
hsa-mir-92a,breast cancer,114480
mir-17,breast cancer,114480
mir-18a,breast cancer,114480
mir-19a,breast cancer,114480
mir-19b,breast cancer,114480
mir-20a,breast cancer,114480
mir-92a,breast cancer,114480
hsa-let-7a-1,bronchioloalveolar carcinoma,700002
hsa-let-7a-2,bronchioloalveolar carcinoma,700002
hsa-let-7a-3,bronchioloalveolar carcinoma,700002
hsa-let-7b,bronchioloalveolar carcinoma,700002
hsa-let-7c,bronchioloalveolar carcinoma,700002
hsa-let-7d,bronchioloalveolar carcinoma,700002
hsa-let-7e,bronchioloalveolar carcinoma,700002
hsa-let-7f-1,bronchioloalveolar carcinoma,700002
hsa-let-7f-2,bronchioloalveolar carcinoma,700002
hsa-let-7g,bronchioloalveolar carcinoma,700002
hsa-let-7i,bronchioloalveolar carcinoma,700002
hsa-mir-98,bronchioloalveolar carcinoma,700002
hsa-mir-127,Burkitt lymphoma,113970
hsa-mir-155,Burkitt lymphoma,113970
hsa-mir-17-92,Burkitt lymphoma,113970
hsa-mir-143,Burkitt lymphoma,113970
hsa-mir-145,Burkitt lymphoma,113970
hsa-mir-34b,Burkitt lymphoma,113970
hsa-let-7c,Burkitt lymphoma,113970
hsa-let-7a,Burkitt lymphoma,113970
hsa-mir-26a,Burkitt lymphoma,113970
hsa-mir-200b,cancer,700000
hsa-mir-200a,cancer,700000
hsa-mir-200c,cancer,700000
hsa-mir-429,cancer,700000
hsa-mir-124a,cancer,700000
hsa-mir-127,cancer,700000
hsa-mir-141,cancer,700000
hsa-mir-199a,cancer,700000
hsa-mir-199a*,cancer,700000
hsa-mir-1,cardiomyopathy,192600
hsa-let-7d*,cardiomyopathy,192600
hsa-mir-125b,cardiomyopathy,192600
hsa-mir-151,cardiomyopathy,192600
hsa-mir-23a,cardiomyopathy,192600
hsa-mir-208a,cardiomyopathy,192600
hsa-mir-10b,cardiomyopathy,192600
hsa-mir-185,cardiomyopathy,192600
hsa-mir-30a,cardiomyopathy,192600
hsa-mir-30a,cardiomyopathy,192600
hsa-mir-30e,cardiomyopathy,192600
hsa-mir-30e*,cardiomyopathy,192600
hsa-mir-31,cardiomyopathy,192600
hsa-mir-30b,cardiomyopathy,192600
hsa-mir-30c,cardiomyopathy,192600
hsa-mir-30d,cardiomyopathy,192600
hsa-mir-378,cardiomyopathy,192600
hsa-mir-194,cardiomyopathy,192600
hsa-mir-195,cardiomyopathy,192600
hsa-mir-26a,cardiomyopathy,192600
hsa-mir-26b,cardiomyopathy,192600
hsa-mir-103,cardiomyopathy,192600
hsa-mir-424,cardiomyopathy,192600
hsa-mir-451,cardiomyopathy,192600
hsa-mir-126,cardiomyopathy,192600
hsa-mir-127,cardiomyopathy,192600
hsa-mir-140,cardiomyopathy,192600
hsa-mir-140*,cardiomyopathy,192600
hsa-mir-155,cardiomyopathy,192600
hsa-mir-27a,cardiomyopathy,192600
hsa-mir-27b,cardiomyopathy,192600
hsa-mir-139,cardiomyopathy,192600
hsa-mir-29a,cardiomyopathy,192600
hsa-mir-486,cardiomyopathy,192600
hsa-mir-341,cardiomyopathy,192600
hsa-mir-221,cardiomyopathy,192600
hsa-mir-208,cardiomyopathy,192600
hsa-mir-199a,cardiomyopathy,192600
hsa-mir-214,cardiomyopathy,192600
hsa-mir-29b,cardiomyopathy,192600
hsa-mir-199a*,cardiomyopathy,192600
hsa-mir-133a,cardiomyopathy,192600
hsa-mir-18b,cardiomyopathy,192600
hsa-let-7b,cardiomyopathy,192600
hsa-mir-146a,cardiomyopathy,192600
hsa-mir-222,cardiomyopathy,192600
hsa-mir-29c,cardiomyopathy,192600
hsa-mir-21,cardiomyopathy,192600
hsa-mir-218,cardiomyopathy,192600
hsa-mir-199b,cardiomyopathy,192600
hsa-mir-107,cardiomyopathy,192600
hsa-mir-10a,cardiomyopathy,192600
hsa-mir-23b,cardiomyopathy,192600
hsa-mir-24,cardiomyopathy,192600
hsa-mir-351,cardiomyopathy,192600
hsa-mir-149,cardiomyopathy,192600
hsa-mir-150,cardiomyopathy,192600
hsa-mir-15b,cardiomyopathy,192600
hsa-let-7c,cardiomyopathy,192600
hsa-mir-133a,cardiomyopathy,192600
hsa-mir-1-2,cardiomyopathy,192600
hsa-mir-320,cardiomyopathy,192600
hsa-mir-1,cardiomyopathy,192600
hsa-mir-125b,Cerebellar neurodegeneration,256600
hsa-mir-30c,Cerebellar neurodegeneration,256600
hsa-mir-1,Cerebellar neurodegeneration,256600
hsa-mir-101a,Cerebellar neurodegeneration,256600
hsa-mir-103,Cerebellar neurodegeneration,256600
hsa-mir-181a,Cerebellar neurodegeneration,256600
hsa-mir-29a,Cerebellar neurodegeneration,256600
hsa-mir-124a,Cerebellar neurodegeneration,256600
hsa-mir-9,cervical cancer,603956
hsa-mir-1,cervical cancer,603956
hsa-mir-101,cervical cancer,603956
hsa-mir-10a,cervical cancer,603956
hsa-mir-124,cervical cancer,603956
hsa-mir-1246,cervical cancer,603956
hsa-mir-125a,cervical cancer,603956
hsa-mir-133a,cervical cancer,603956
hsa-mir-135b,cervical cancer,603956
hsa-mir-138,cervical cancer,603956
hsa-mir-143,cervical cancer,603956
hsa-mir-145,cervical cancer,603956
hsa-mir-150,cervical cancer,603956
hsa-mir-155,cervical cancer,603956
hsa-mir-17,cervical cancer,603956
hsa-mir-181a,cervical cancer,603956
hsa-mir-181b,cervical cancer,603956
hsa-mir-183,cervical cancer,603956
hsa-mir-193b,cervical cancer,603956
hsa-mir-195,cervical cancer,603956
hsa-mir-196a,cervical cancer,603956
hsa-mir-19a,cervical cancer,603956
hsa-mir-19b,cervical cancer,603956
hsa-mir-203,cervical cancer,603956
hsa-mir-205,cervical cancer,603956
hsa-mir-206,cervical cancer,603956
hsa-mir-20a,cervical cancer,603956
hsa-mir-21,cervical cancer,603956
hsa-mir-214,cervical cancer,603956
hsa-mir-215,cervical cancer,603956
hsa-mir-218,cervical cancer,603956
hsa-mir-22,cervical cancer,603956
hsa-mir-221,cervical cancer,603956
hsa-mir-223,cervical cancer,603956
hsa-mir-224,cervical cancer,603956
hsa-mir-23b,cervical cancer,603956
hsa-mir-27a,cervical cancer,603956
hsa-mir-27b,cervical cancer,603956
hsa-mir-2861,cervical cancer,603956
hsa-mir-31,cervical cancer,603956
hsa-mir-320,cervical cancer,603956
hsa-mir-328,cervical cancer,603956
hsa-mir-331,cervical cancer,603956
hsa-mir-335,cervical cancer,603956
hsa-mir-33a,cervical cancer,603956
hsa-mir-342,cervical cancer,603956
hsa-mir-34a,cervical cancer,603956
hsa-mir-362,cervical cancer,603956
hsa-mir-372,cervical cancer,603956
hsa-mir-376c,cervical cancer,603956
hsa-mir-424,cervical cancer,603956
hsa-mir-425,cervical cancer,603956
hsa-mir-429,cervical cancer,603956
hsa-mir-491,cervical cancer,603956
hsa-mir-494,cervical cancer,603956
hsa-mir-497,cervical cancer,603956
hsa-mir-506,cervical cancer,603956
hsa-mir-544,cervical cancer,603956
hsa-mir-590,cervical cancer,603956
hsa-mir-634,cervical cancer,603956
hsa-mir-664,cervical cancer,603956
hsa-mir-7,cervical cancer,603956
hsa-mir-720,cervical cancer,603956
hsa-mir-9,cervical cancer,603956
hsa-mir-92a,cervical cancer,603956
hsa-mir-944,cervical cancer,603956
hsa-mir-99a,cervical cancer,603956
hsa-mir-99b,cervical cancer,603956
hsa-mir-21,cervical cancer,603956
hsa-mir-214,cervical cancer,603956
hsa-mir-143,cervical cancer,603956
hsa-mir-196b,cervical cancer,603956
hsa-let-7b,cervical cancer,603956
hsa-mir-218,cervical cancer,603956
hsa-mir-23b,cervical cancer,603956
hsa-let-7c,cervical cancer,603956
hsa-mir-100,cervical cancer,603956
hsa-mir-101,cervical cancer,603956
hsa-mir-106b,cervical cancer,603956
hsa-mir-133b,cervical cancer,603956
hsa-mir-15a,cervical cancer,603956
hsa-mir-16,cervical cancer,603956
hsa-mir-200b,cervical cancer,603956
hsa-mir-21,cervical cancer,603956
hsa-mir-25,cervical cancer,603956
hsa-mir-27b,cervical cancer,603956
hsa-mir-34a,cervical cancer,603956
hsa-mir-373,cervical cancer,603956
hsa-mir-886,cervical cancer,603956
hsa-mir-99a,cervical cancer,603956
hsa-mir-99b,cervical cancer,603956
hsa-mir-106a,cervical cancer,603956
hsa-mir-124,cervical cancer,603956
hsa-mir-148a,cervical cancer,603956
hsa-mir-205,cervical cancer,603956
hsa-mir-214,cervical cancer,603956
hsa-mir-218,cervical cancer,603956
hsa-mir-29a,cervical cancer,603956
hsa-mir-375,cervical cancer,603956
hsa-mir-101,cholangiocarcinoma,615619
hsa-mir-144,cholangiocarcinoma,615619
hsa-mir-17,cholangiocarcinoma,615619
hsa-mir-18a,cholangiocarcinoma,615619
hsa-mir-19a,cholangiocarcinoma,615619
hsa-mir-19b,cholangiocarcinoma,615619
hsa-mir-200b,cholangiocarcinoma,615619
hsa-mir-200c,cholangiocarcinoma,615619
hsa-mir-20a,cholangiocarcinoma,615619
hsa-mir-21,cholangiocarcinoma,615619
hsa-mir-26a,cholangiocarcinoma,615619
hsa-mir-34a,cholangiocarcinoma,615619
hsa-mir-92a,cholangiocarcinoma,615619
hsa-mir-370,cholangiocarcinoma,615619
hsa-mir-200b,cholangiocarcinoma,615619
hsa-mir-141,cholangiocarcinoma,615619
hsa-mir-320,cholangiocarcinoma,615619
hsa-mir-204,cholangiocarcinoma,615619
hsa-mir-29b,cholangiocarcinoma,615619
hsa-let-7a,cholangiocarcinoma,615619
hsa-mir-21,cholangiocarcinoma,615619
hsa-mir-21,cholesteatoma,604183
hsa-let-7a,chondrosarcoma,604183
hsa-mir-100,chondrosarcoma,604183
hsa-mir-136,chondrosarcoma,604183
hsa-mir-145,chondrosarcoma,604183
hsa-mir-181a,chondrosarcoma,604183
hsa-mir-185,chondrosarcoma,604183
hsa-mir-199a,chondrosarcoma,604183
hsa-mir-218,chondrosarcoma,604183
hsa-mir-222,chondrosarcoma,604183
hsa-mir-30a,chondrosarcoma,604183
hsa-mir-335,chondrosarcoma,604183
hsa-mir-376a,chondrosarcoma,604183
hsa-mir-1,chordoma,215400
hsa-mir-140,chordoma,215400
hsa-mir-148a,chordoma,215400
hsa-mir-222,chordoma,215400
hsa-mir-31,chordoma,215400
hsa-mir-34a,chordoma,215400
hsa-mir-608,chordoma,215400
hsa-mir-125b,chronic lymphocytic leukemia,109543
hsa-mir-138,chronic lymphocytic leukemia,109543
hsa-mir-150,chronic lymphocytic leukemia,109543
hsa-mir-155,chronic lymphocytic leukemia,109543
hsa-mir-15a,chronic lymphocytic leukemia,109543
hsa-mir-15b,chronic lymphocytic leukemia,109543
hsa-mir-16,chronic lymphocytic leukemia,109543
hsa-mir-16-1,chronic lymphocytic leukemia,109543
hsa-mir-16-1,chronic lymphocytic leukemia,109543
hsa-mir-16-2,chronic lymphocytic leukemia,109543
hsa-mir-181a,chronic lymphocytic leukemia,109543
hsa-mir-181b,chronic lymphocytic leukemia,109543
hsa-mir-192,chronic lymphocytic leukemia,109543
hsa-mir-195,chronic lymphocytic leukemia,109543
hsa-mir-223,chronic lymphocytic leukemia,109543
hsa-mir-29b,chronic lymphocytic leukemia,109543
hsa-mir-34b,chronic lymphocytic leukemia,109543
hsa-mir-34c,chronic lymphocytic leukemia,109543
hsa-mir-424,chronic lymphocytic leukemia,109543
hsa-mir-223,chronic lymphocytic leukemia ,109543
hsa-mir-424,chronic lymphocytic leukemia ,109543
hsa-mir-107,chronic lymphocytic leukemia ,109543
hsa-mir-16-1,chronic lymphocytic leukemia ,109543
hsa-mir-16-2,chronic lymphocytic leukemia ,109543
hsa-mir-24-1,chronic lymphocytic leukemia ,109543
hsa-mir-30d,chronic lymphocytic leukemia ,109543
hsa-mir-155,chronic lymphocytic leukemia ,109543
hsa-mir-195,chronic lymphocytic leukemia ,109543
hsa-mir-29c,chronic lymphocytic leukemia ,109543
hsa-mir-181a,chronic lymphocytic leukemia ,109543
hsa-mir-181b,chronic lymphocytic leukemia ,109543
hsa-mir-124a,chronic lymphocytic leukemia ,109543
hsa-mir-92,chronic lymphocytic leukemia ,109543
hsa-mir-106b,chronic lymphocytic leukemia ,109543
hsa-mir-143,chronic lymphocytic leukemia ,109543
hsa-mir-29a-2,chronic lymphocytic leukemia ,109543
hsa-mir-29b,chronic lymphocytic leukemia ,109543
hsa-mir-34a,chronic lymphocytic leukemia ,109543
hsa-mir-221,chronic lymphocytic leukemia ,109543
hsa-mir-145,chronic lymphocytic leukemia ,109543
hsa-let-7a,chronic lymphocytic leukemia ,109543
hsa-mir-16,chronic lymphocytic leukemia ,109543
hsa-mir-29b-2,chronic lymphocytic leukemia ,109543
hsa-mir-15a,chronic lymphocytic leukemia ,109543
hsa-mir-146a,chronic lymphocytic leukemia ,109543
hsa-mir-23b,chronic lymphocytic leukemia ,109543
hsa-mir-15,chronic lymphocytic leukemia ,109543
hsa-mir-150,chronic lymphocytic leukemia ,109543
hsa-mir-21,chronic lymphocytic leukemia ,109543
hsa-let-7d,chronic myelogenous leukemia,109543
hsa-mir-10a,chronic myelogenous leukemia,109543
hsa-mir-125b,chronic myelogenous leukemia,109543
hsa-mir-130a,chronic myelogenous leukemia,109543
hsa-mir-138,chronic myelogenous leukemia,109543
hsa-mir-146a,chronic myelogenous leukemia,109543
hsa-mir-150,chronic myelogenous leukemia,109543
hsa-mir-151,chronic myelogenous leukemia,109543
hsa-mir-155,chronic myelogenous leukemia,109543
hsa-mir-16,chronic myelogenous leukemia,109543
hsa-mir-17,chronic myelogenous leukemia,109543
hsa-mir-18a,chronic myelogenous leukemia,109543
hsa-mir-205,chronic myelogenous leukemia,109543
hsa-mir-20a,chronic myelogenous leukemia,109543
hsa-mir-21,chronic myelogenous leukemia,109543
hsa-mir-223,chronic myelogenous leukemia,109543
hsa-mir-2278,chronic myelogenous leukemia,109543
hsa-mir-26a,chronic myelogenous leukemia,109543
hsa-mir-27a,chronic myelogenous leukemia,109543
hsa-mir-30e,chronic myelogenous leukemia,109543
hsa-mir-31,chronic myelogenous leukemia,109543
hsa-mir-320,chronic myelogenous leukemia,109543
hsa-mir-326,chronic myelogenous leukemia,109543
hsa-mir-424,chronic myelogenous leukemia,109543
hsa-mir-451,chronic myelogenous leukemia,109543
hsa-mir-564,chronic myelogenous leukemia,109543
hsa-mir-574,chronic myelogenous leukemia,109543
hsa-mir-96,chronic myelogenous leukemia,109543
hsa-mir-203,chronic myeloid leukemia ,109543
hsa-mir-17,chronic myeloid leukemia ,109543
hsa-mir-10a,chronic myeloid leukemia ,109543
hsa-mir-15,chronic myeloid leukemia ,109543
hsa-mir-20a,chronic myeloid leukemia ,109543
hsa-mir-223,chronic myeloid leukemia ,109543
hsa-mir-125a,chronic pancreatitis,167800
hsa-mir-7-3,chronic pancreatitis,167800
hsa-mir-10b,chronic pancreatitis,167800
hsa-mir-194,chronic pancreatitis,167800
hsa-mir-195,chronic pancreatitis,167800
hsa-mir-125b-1,chronic pancreatitis,167800
hsa-mir-125b-2,chronic pancreatitis,167800
hsa-mir-126,chronic pancreatitis,167800
hsa-mir-100-1,chronic pancreatitis,167800
hsa-mir-100-2,chronic pancreatitis,167800
hsa-mir-483,chronic pancreatitis,167800
hsa-mir-494,chronic pancreatitis,167800
hsa-mir-96,chronic pancreatitis,167800
hsa-mir-128b,chronic pancreatitis,167800
hsa-mir-339,chronic pancreatitis,167800
hsa-mir-383,chronic pancreatitis,167800
hsa-mir-409,chronic pancreatitis,167800
hsa-mir-198,chronic pancreatitis,167800
hsa-mir-497,chronic pancreatitis,167800
hsa-mir-99a,chronic pancreatitis,167800
hsa-mir-197,chronic pancreatitis,167800
hsa-mir-199a-1,chronic pancreatitis,167800
hsa-mir-199a-2,chronic pancreatitis,167800
hsa-mir-199b,chronic pancreatitis,167800
hsa-mir-106a,colon cancer,120435
hsa-mir-135a,colon cancer,120435
hsa-mir-142,colon cancer,120435
hsa-mir-155,colon cancer,120435
hsa-mir-206,colon cancer,120435
hsa-mir-21,colon cancer,120435
hsa-mir-34a,colon cancer,120435
hsa-let-7a,colon cancer,120435
hsa-let-7a-1,colon cancer,120435
hsa-let-7a-2,colon cancer,120435
hsa-let-7a-3,colon cancer,120435
hsa-let-7b,colon cancer,120435
hsa-let-7c,colon cancer,120435
hsa-let-7d,colon cancer,120435
hsa-let-7e,colon cancer,120435
hsa-let-7f-1,colon cancer,120435
hsa-let-7f-2,colon cancer,120435
hsa-let-7g,colon cancer,120435
hsa-let-7i,colon cancer,120435
hsa-mir-100,colon cancer,120435
hsa-mir-101,colon cancer,120435
hsa-mir-125a,colon cancer,120435
hsa-mir-126,colon cancer,120435
hsa-mir-1290,colon cancer,120435
hsa-mir-142,colon cancer,120435
hsa-mir-143,colon cancer,120435
hsa-mir-145,colon cancer,120435
hsa-mir-155,colon cancer,120435
hsa-mir-181a,colon cancer,120435
hsa-mir-183,colon cancer,120435
hsa-mir-18a,colon cancer,120435
hsa-mir-192,colon cancer,120435
hsa-mir-200c,colon cancer,120435
hsa-mir-204,colon cancer,120435
hsa-mir-21,colon cancer,120435
hsa-mir-211,colon cancer,120435
hsa-mir-214,colon cancer,120435
hsa-mir-215,colon cancer,120435
hsa-mir-22,colon cancer,120435
hsa-mir-25,colon cancer,120435
hsa-mir-302a,colon cancer,120435
hsa-mir-30a,colon cancer,120435
hsa-mir-31,colon cancer,120435
hsa-mir-320,colon cancer,120435
hsa-mir-320a,colon cancer,120435
hsa-mir-342,colon cancer,120435
hsa-mir-34a,colon cancer,120435
hsa-mir-34c,colon cancer,120435
hsa-mir-365,colon cancer,120435
hsa-mir-373,colon cancer,120435
hsa-mir-374a,colon cancer,120435
hsa-mir-375,colon cancer,120435
hsa-mir-381,colon cancer,120435
hsa-mir-409,colon cancer,120435
hsa-mir-424,colon cancer,120435
hsa-mir-429,colon cancer,120435
hsa-mir-4458,colon cancer,120435
hsa-mir-451,colon cancer,120435
hsa-mir-455,colon cancer,120435
hsa-mir-484,colon cancer,120435
hsa-mir-502,colon cancer,120435
hsa-mir-503,colon cancer,120435
hsa-mir-506,colon cancer,120435
hsa-mir-526b,colon cancer,120435
hsa-mir-590,colon cancer,120435
hsa-mir-608,colon cancer,120435
hsa-mir-675,colon cancer,120435
hsa-mir-93,colon cancer,120435
hsa-mir-98,colon cancer,120435
hsa-mir-186,colon cancer,120435
hsa-mir-221,colon cancer,120435
hsa-mir-23a,colon cancer,120435
hsa-mir-30a,colon cancer,120435
hsa-mir-135b,colon cancer,120435
hsa-mir-627,colon cancer,120435
hsa-mir-182,colon cancer,120435
hsa-let-7a,colorectal cancer,114500
hsa-mir-1,colorectal cancer,114500
hsa-mir-100,colorectal cancer,114500
hsa-mir-101,colorectal cancer,114500
hsa-mir-103,colorectal cancer,114500
hsa-mir-106a,colorectal cancer,114500
hsa-mir-106b,colorectal cancer,114500
hsa-mir-10b,colorectal cancer,114500
hsa-mir-1179,colorectal cancer,114500
hsa-mir-1229,colorectal cancer,114500
hsa-mir-124,colorectal cancer,114500
hsa-mir-1246,colorectal cancer,114500
hsa-mir-125a,colorectal cancer,114500
hsa-mir-125b,colorectal cancer,114500
hsa-mir-125b-2*,colorectal cancer,114500
hsa-mir-126,colorectal cancer,114500
hsa-mir-1269a,colorectal cancer,114500
hsa-mir-128,colorectal cancer,114500
hsa-mir-129,colorectal cancer,114500
hsa-mir-1295b,colorectal cancer,114500
hsa-mir-1307,colorectal cancer,114500
hsa-mir-130b,colorectal cancer,114500
hsa-mir-132,colorectal cancer,114500
hsa-mir-133a,colorectal cancer,114500
hsa-mir-133b,colorectal cancer,114500
hsa-mir-134,colorectal cancer,114500
hsa-mir-135a,colorectal cancer,114500
hsa-mir-135a-1,colorectal cancer,114500
hsa-mir-135a-2,colorectal cancer,114500
hsa-mir-135b,colorectal cancer,114500
hsa-mir-137,colorectal cancer,114500
hsa-mir-138,colorectal cancer,114500
hsa-mir-138,colorectal cancer,114500
hsa-mir-139,colorectal cancer,114500
